,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Contract Valid Until,Height,Weight,Release Clause
1817,234986,P. Retsos,19,Greece,75,85,Bayer 04 Leverkusen,9000.0,19,Right,1.0,2.0,CB,2017,01/01/2022,6.083333333,179.0,17100.0
1818,235013,A. Harper,20,England,54,64,Bristol Rovers,100.0,1,Right,1.0,2.0,RB,2018,01/01/2018,6.0,143.0,195.0
1819,235018,M. Nicolas,20,Germany,62,76,Borussia Mönchengladbach,550.0,2,Right,1.0,1.0,GK,2016,01/01/2021,6.333333333,192.0,1300.0
1820,235077,B. Riascos,23,Colombia,69,74,CD Nacional,1400.0,6,Right,1.0,3.0,ST,2018,01/01/2021,6.0,172.0,3100.0
1821,235088,Luis Pérez,23,Spain,69,77,CD Tenerife,1300.0,4,Right,1.0,3.0,RB,2017,01/01/2020,5.666666667,150.0,2400.0
1822,235212,A. Hakimi,19,Morocco,78,86,Borussia Dortmund,12500.0,49,Right,1.0,3.0,LB,2016,30/06/2020,5.916666667,161.0,4585.060806
1824,235225,Pité,23,Portugal,65,72,CD Tondela,650.0,1,Left,1.0,3.0,LB,2017,01/01/2020,6.166666667,172.0,1500.0
1825,235266,C. Früchtl,18,Germany,65,86,FC Bayern München,1000.0,3,Left,1.0,1.0,GK,2017,01/01/2020,6.333333333,157.0,2700.0
1826,235288,S. Schreck,19,Germany,61,78,Bayer 04 Leverkusen,550.0,4,Right,1.0,3.0,CAM,2016,01/01/2021,5.916666667,139.0,1300.0
1827,235377,Bruno Gomes,21,Brazil,65,75,CD Aves,875.0,3,Right,1.0,3.0,ST,2017,01/01/2020,6.0,165.0,2000.0
1828,235379,E. Ndoj,21,Albania,66,75,Brescia,975.0,1,Right,1.0,3.0,RCM,2016,01/01/2022,6.166666667,163.0,1700.0
1829,235383,R. Piscitelli,24,Italy,55,59,Carpi,80.0,1,Left,1.0,1.0,GK,2018,01/01/2019,6.083333333,176.0,130.0
1830,235407,S. Özcan,20,Germany,70,85,1. FC Köln,3900.0,9,Right,1.0,3.0,CM,2016,01/01/2020,5.916666667,163.0,8200.0
1831,235409,O. Hamzaoui,27,Algeria,69,69,CD Nacional,1100.0,6,Left,1.0,3.0,ST,2016,01/01/2019,6.083333333,168.0,2400.0
1832,235410,Y. En-Nesyri,21,Morocco,72,78,CD Leganés,4400.0,17,Left,1.0,3.0,LS,2018,01/01/2023,6.333333333,172.0,10000.0
1833,235419,N. Dovedan,23,Austria,69,74,1. FC Heidenheim 1846,1400.0,7,Right,1.0,3.0,CAM,2017,01/01/2021,5.583333333,157.0,2300.0
1834,235466,Quim Araujo,30,Spain,67,67,Córdoba CF,725.0,4,Right,1.0,3.0,CAM,2018,01/01/2020,6.166666667,179.0,1100.0
1835,235483,O. Framelin,21,Cameroon,63,69,CD Nacional,375.0,1,Right,1.0,1.0,GK,2016,01/01/2020,6.083333333,181.0,863.0
1836,235515,Benito,22,Spain,67,75,CF Rayo Majadahonda,1100.0,4,Left,1.0,3.0,LM,2016,30/06/2019,5.833333333,163.0,4585.060806
1837,235518,Bolaños,23,Spain,63,72,CD Tenerife,550.0,2,Right,1.0,2.0,CM,2015,01/01/2019,6.166666667,157.0,990.0
1838,235521,Carbonell,20,Spain,67,75,CF Reus Deportiu,1100.0,2,Right,1.0,3.0,CM,2017,01/01/2020,6.0,165.0,2000.0
1839,235536,F. Venegas,19,Mexico,62,75,CD Everton de Viña del Mar,500.0,1,Left,1.0,2.0,CB,2018,01/01/2021,5.916666667,174.0,988.0
1840,235549,A. Ramalingom,25,France,59,64,AS Béziers,210.0,1,Right,1.0,2.0,ST,2018,01/01/2021,5.833333333,154.0,383.0
1841,235574,Lucas França,22,Brazil,64,74,CD Nacional,550.0,2,Right,1.0,1.0,GK,2018,01/01/2021,6.333333333,190.0,1300.0
1842,235582,L. Badiashile,20,France,66,74,AS Monaco,725.0,8,Right,1.0,1.0,GK,2016,01/01/2021,6.083333333,176.0,1500.0
1843,235735,E. Ampadu,17,Wales,65,86,Chelsea,1100.0,8,Right,1.0,2.0,LDM,2017,01/01/2023,6.0,159.0,3000.0
1844,235754,Borja Herrera,25,Spain,70,75,CF Reus Deportiu,2000.0,5,Left,1.0,3.0,LB,2018,01/01/2021,5.75,154.0,3200.0
1845,235790,K. Havertz,19,Germany,80,89,Bayer 04 Leverkusen,22000.0,32,Left,1.0,4.0,CAM,2016,01/01/2022,6.166666667,183.0,41800.0
1847,235824,T. Alarcón,18,Chile,61,76,CD O'Higgins,475.0,1,Right,1.0,2.0,CB,2016,01/01/2021,5.75,154.0,938.0
1848,235856,Y. Marillat,23,France,65,70,AS Béziers,525.0,1,Right,1.0,1.0,GK,2018,01/01/2021,6.0,168.0,958.0
1849,235863,M. Varnier,20,Italy,70,85,Atalanta,3500.0,2,Right,1.0,2.0,CB,2016,30/06/2019,6.083333333,181.0,4585.060806
1850,235874,A. Balić,20,Croatia,70,77,Udinese,2500.0,11,Right,1.0,3.0,CM,2016,01/01/2020,5.916666667,154.0,5000.0
1851,235889,C. Ünder,20,Turkey,77,87,Roma,14500.0,46,Left,1.0,3.0,LM,2017,01/01/2022,5.666666667,146.0,27600.0
1852,235931,M. Şengezer,21,Turkey,63,74,Bursaspor,500.0,2,Right,1.0,1.0,GK,2016,01/01/2020,6.166666667,172.0,1100.0
1853,235932,A. Dadakdeniz,18,Turkey,62,75,Bursaspor,425.0,1,Right,1.0,1.0,GK,2016,01/01/2021,6.333333333,185.0,1100.0
1854,235957,J. Gaspar,21,France,63,75,AS Monaco,575.0,7,Right,1.0,2.0,RB,2017,01/01/2020,5.666666667,128.0,1200.0
1855,235971,Pablo Larrea,24,Spain,66,73,CD Numancia,775.0,3,Right,1.0,3.0,CDM,2017,01/01/2019,5.75,143.0,1400.0
1856,235979,A. Ramírez,19,Chile,57,67,CD Universidad de Concepción,160.0,1,Right,1.0,2.0,LW,2018,01/01/2019,5.833333333,152.0,256.0
1857,235996,N. Moumi Ngamaleu,23,Cameroon,68,74,BSC Young Boys,1200.0,8,Right,1.0,3.0,LM,2017,01/01/2021,5.916666667,163.0,2100.0
1858,235999,L. García,20,Colombia,63,72,Sevilla FC,425.0,2,Right,1.0,1.0,GK,2018,01/01/2020,6.0,172.0,978.0
1859,236076,Marlion Simões,26,Brazil,72,72,Ceará Sporting Club,2600.0,14,Left,1.0,3.0,LB,2018,01/01/2021,5.916666667,165.0,4900.0
1860,236165,Paulo Daineiro,34,Brazil,69,69,Ceará Sporting Club,525.0,10,Right,1.0,3.0,LAM,2018,01/01/2021,5.5,137.0,971.0
1861,236171,Felipe Soldivia,30,Brazil,63,63,Ceará Sporting Club,350.0,4,Right,1.0,2.0,CAM,2018,01/01/2021,5.666666667,148.0,648.0
1862,236172,Nilson Padilho,30,Brazil,70,70,Chapecoense,1700.0,10,Left,1.0,3.0,LAM,2018,01/01/2021,6.0,179.0,3200.0
1863,236194,Venanzio Meirás,30,Brazil,67,67,Chapecoense,725.0,6,Left,1.0,3.0,ST,2018,01/01/2021,6.0,170.0,1400.0
1864,236197,Hélton Carvalhal,26,Brazil,62,62,Ceará Sporting Club,325.0,4,Right,1.0,2.0,ST,2018,01/01/2021,6.166666667,181.0,601.0
1868,236259,S. Peña,22,Peru,68,74,CD Tondela,1200.0,4,Right,1.0,3.0,CAM,2016,30/06/2019,5.833333333,163.0,4585.060806
1870,236279,I. Conté,22,Guinea,68,76,Chamois Niortais Football Club,1100.0,3,Right,1.0,2.0,LCB,2016,30/06/2019,6.25,181.0,4585.060806
1871,236295,Aarón Martín,21,Spain,77,85,1. FSV Mainz 05,11000.0,18,Left,1.0,3.0,LB,2016,30/06/2019,5.916666667,159.0,4585.060806
1872,236355,Luiz Felipe,21,Brazil,74,83,Lazio,7500.0,24,Right,1.0,2.0,CB,2016,01/01/2020,6.166666667,176.0,14300.0
1873,236374,A. Ademoglu,20,Belgium,58,75,Bursaspor,280.0,2,Right,1.0,2.0,CM,2018,01/01/2019,5.916666667,159.0,735.0
1874,236378,A. Plizzari,18,Italy,66,84,Milan,1100.0,4,Right,1.0,1.0,GK,2016,01/01/2019,6.166666667,161.0,2500.0
1875,236391,Giovanni,19,Spain,61,74,CD Tenerife,475.0,1,Right,1.0,2.0,ST,2016,01/01/2021,5.416666667,123.0,1100.0
1876,236437,J. Sbarra,19,England,58,77,Burton Albion,270.0,1,Right,1.0,2.0,CAM,2016,01/01/2020,5.5,154.0,641.0
1879,236461,J. Mateta,21,France,73,84,1. FSV Mainz 05,7000.0,18,Right,1.0,3.0,RS,2018,01/01/2022,6.333333333,194.0,14000.0
1880,236480,Y. Bissouma,21,Mali,72,82,Brighton & Hove Albion,5000.0,23,Right,1.0,3.0,CM,2018,01/01/2023,6.0,176.0,10400.0
1881,236496,M. Guendouzi,19,France,71,84,Arsenal,4000.0,20,Right,1.0,3.0,CDM,2018,01/01/2023,6.083333333,150.0,10000.0
1882,236533,R. Glatzel,24,Germany,68,72,1. FC Heidenheim 1846,1200.0,6,Right,1.0,2.0,ST,2017,01/01/2020,6.333333333,187.0,1900.0
1883,236536,J. Sievers,23,Germany,60,68,1. FC Kaiserslautern,230.0,1,Left,1.0,1.0,GK,2016,01/01/2021,6.166666667,170.0,380.0
1884,236540,S. Adrian,20,Sweden,60,72,Malmö FF,375.0,1,Left,1.0,2.0,CM,2017,01/01/2020,6.0,165.0,563.0
1885,236551,H. Darling,18,England,54,68,Cambridge United,130.0,1,Right,1.0,2.0,CB,2016,01/01/2021,5.916666667,165.0,309.0
1886,236553,E. Huth,21,Germany,64,74,1. FC Kaiserslautern,750.0,1,Right,1.0,3.0,ST,2018,01/01/2021,6.083333333,172.0,1200.0
1889,236588,Q. Bena,20,France,62,72,Chamois Niortais Football Club,425.0,1,Right,1.0,2.0,RB,2017,01/01/2020,6.083333333,174.0,829.0
1890,236610,M. Kean,18,Italy,72,87,Juventus,6500.0,32,Right,1.0,3.0,ST,2016,01/01/2020,6.0,174.0,14800.0
1891,236613,L. Grill,19,Germany,58,76,1. FC Kaiserslautern,230.0,1,Right,1.0,1.0,GK,2016,01/01/2021,6.25,192.0,477.0
1892,236677,I. Tapia,19,Chile,57,72,CD Huachipato,200.0,1,Right,1.0,2.0,CB,2016,01/01/2018,6.083333333,159.0,395.0
1893,236695,Luis Muñoz,21,Spain,64,74,Córdoba CF,650.0,2,Right,1.0,2.0,CB,2016,30/06/2019,5.916666667,165.0,4585.060806
1894,236727,José Mena,20,Spain,64,76,Sevilla FC,725.0,2,Right,1.0,2.0,CDM,2017,01/01/2021,5.75,141.0,1700.0
1896,236775,W. Viitala,26,Finland,63,68,Malmö FF,350.0,1,Right,1.0,1.0,GK,2018,01/01/2018,6.25,192.0,481.0
1897,236791,A. Barák,23,Czech Republic,77,84,Udinese,12500.0,24,Left,1.0,4.0,CM,2017,01/01/2022,6.25,190.0,25000.0
1898,236837,N. Schiappacasse,19,Uruguay,64,81,CF Rayo Majadahonda,975.0,5,Right,1.0,2.0,LM,2016,30/06/2019,5.916666667,161.0,4585.060806
1899,236875,A. Poulsen,18,Denmark,62,77,Borussia Mönchengladbach,550.0,2,Left,1.0,3.0,LB,2018,01/01/2023,6.166666667,176.0,1300.0
1900,236898,M. Aebischer,21,Switzerland,64,76,BSC Young Boys,800.0,4,Right,1.0,2.0,CM,2015,01/01/2021,6.0,163.0,1400.0
1901,236918,A. Dreyer,20,Denmark,66,78,Brighton & Hove Albion,1200.0,9,Left,1.0,3.0,RM,2018,01/01/2022,5.666666667,154.0,2400.0
1902,236920,J. Kluivert,19,Netherlands,75,86,Roma,11000.0,28,Right,1.0,4.0,LW,2018,01/01/2023,5.583333333,146.0,20900.0
1903,236923,R. Cooney,18,England,58,69,Bury,170.0,1,Right,1.0,2.0,RWB,2016,01/01/2020,5.75,150.0,332.0
1904,236946,N. Baeza,21,Chile,58,64,CD Huachipato,150.0,1,Right,1.0,2.0,LB,2018,01/01/2018,5.75,165.0,233.0
1905,236950,G. Quezada,21,Ecuador,59,67,CD Lugo,230.0,1,Right,1.0,2.0,CM,2018,01/01/2020,5.75,150.0,414.0
1906,236988,E. Nketiah,19,England,64,84,Arsenal,975.0,10,Right,1.0,3.0,ST,2015,01/01/2021,5.75,154.0,2800.0
1907,237156,M. Wagué,19,Senegal,69,81,FC Barcelona,1600.0,20,Right,1.0,3.0,RB,2018,01/01/2023,5.833333333,154.0,3600.0
1908,237160,R. Williams,19,England,64,79,Manchester United,875.0,8,Right,1.0,2.0,CB,2016,01/01/2019,6.0,165.0,2200.0
1909,237169,C. Bramall,22,England,63,70,Arsenal,425.0,12,Left,1.0,2.0,LB,2017,01/01/2019,5.833333333,159.0,893.0
1910,237170,Aitor Lorea,20,Spain,61,77,CA Osasuna,550.0,1,Right,1.0,2.0,RM,2016,01/01/2020,5.583333333,150.0,1200.0
1911,237198,A. Leautey,22,France,65,73,Chamois Niortais Football Club,800.0,2,Right,1.0,2.0,LM,2017,01/01/2020,5.666666667,150.0,1600.0
1912,237204,R. Hackett-Fairchild,20,England,50,66,Charlton Athletic,70.0,1,Left,1.0,2.0,ST,2016,01/01/2019,5.75,137.0,166.0
1913,237208,P. Lewis,23,England,56,60,Cambridge United,120.0,2,Right,1.0,2.0,CM,2017,01/01/2020,6.083333333,159.0,219.0
1914,237238,S. McTominay,21,Scotland,71,81,Manchester United,3800.0,43,Right,1.0,3.0,CM,2013,01/01/2021,6.333333333,194.0,7800.0
1916,237286,A. Connolly,18,Republic of Ireland,62,81,Brighton & Hove Albion,625.0,4,Right,1.0,2.0,ST,2017,01/01/2019,5.833333333,170.0,1600.0
1917,237321,M. Berisha,20,Kosovo,56,73,1. FC Magdeburg,200.0,4,Right,1.0,3.0,CF,2016,30/06/2019,6.083333333,174.0,4585.060806
1918,237329,J. Willock,18,England,61,79,Arsenal,525.0,7,Right,1.0,3.0,CM,2016,01/01/2022,6.0,157.0,1300.0
1919,237374,O. Atasayar,23,Turkey,64,72,Bursaspor,575.0,3,Left,1.0,2.0,LB,2017,01/01/2021,6.0,163.0,1300.0
1920,237410,V. Kravets,20,Ukraine,66,76,CD Lugo,900.0,2,Left,1.0,2.0,LB,2017,01/01/2020,6.083333333,172.0,1600.0
1921,237438,Erik Expósito,22,Spain,65,75,Córdoba CF,875.0,3,Left,1.0,2.0,ST,2016,30/06/2019,6.0,172.0,4585.060806
1922,237500,D. Lippert,22,Germany,61,70,1. FC Nürnberg,325.0,3,Left,1.0,2.0,LB,2017,01/01/2019,5.666666667,139.0,650.0
1923,237522,Jorge Cuenca,18,Spain,65,78,FC Barcelona,850.0,11,Left,1.0,2.0,CB,2017,01/01/2019,6.166666667,168.0,2300.0
1924,237532,Rodrigo,25,Brazil,70,74,CD Aves,1900.0,6,Right,1.0,3.0,RB,2014,01/01/2021,5.75,157.0,4100.0
1926,237635,F. Pick,22,Germany,65,73,1. FC Kaiserslautern,800.0,2,Right,1.0,4.0,RM,2017,01/01/2019,5.75,148.0,1300.0
1927,237642,R. Petretta,21,Italy,69,83,FC Basel 1893,2100.0,8,Left,1.0,3.0,LB,2017,01/01/2022,5.75,154.0,4400.0
1928,237688,S. Erimuya,20,Nigeria,61,70,Cádiz CF,350.0,1,Right,1.0,2.0,CB,2016,01/01/2021,6.25,165.0,630.0
1929,237692,P. Foden,18,England,73,88,Manchester City,8000.0,36,Left,1.0,3.0,CAM,2016,01/01/2024,5.583333333,130.0,19800.0
1930,237698,C. Gribbin,19,England,65,80,Manchester United,1200.0,11,Left,1.0,3.0,CAM,2015,01/01/2019,6.0,159.0,2900.0
1931,237708,M. Sylla,18,France,65,84,AS Monaco,1100.0,8,Right,1.0,3.0,ST,2018,01/01/2020,5.916666667,154.0,2800.0
1932,237714,D. Ingham,19,New Zealand,56,67,Brisbane Roar,130.0,1,Right,1.0,2.0,RB,2017,01/01/2019,6.083333333,161.0,189.0
1933,237715,P. Cutrone,20,Italy,77,89,Milan,16000.0,62,Right,1.0,3.0,RS,2015,01/01/2023,6.0,172.0,30400.0
1934,237776,K. Tanno,32,Japan,60,60,Cerezo Osaka,120.0,1,Right,1.0,1.0,GK,2014,01/01/2021,6.0,165.0,150.0
1935,237779,T. Yamashita,30,Japan,66,66,Cerezo Osaka,475.0,3,Right,1.0,2.0,LCB,2012,01/01/2021,6.0,161.0,594.0
1936,237780,K. Yamamura,28,Japan,68,68,Cerezo Osaka,900.0,4,Right,1.0,3.0,CAM,2016,01/01/2021,6.083333333,176.0,1100.0
1937,237781,K. Fujimoto,32,Japan,62,62,Cerezo Osaka,170.0,2,Right,1.0,2.0,CB,2005,01/01/2021,5.833333333,168.0,213.0
1938,237783,R. Morishita,19,Japan,59,68,Cerezo Osaka,200.0,1,Left,1.0,2.0,CB,2017,01/01/2021,5.916666667,150.0,290.0
1939,237784,Y. Maruhashi,27,Japan,65,65,Cerezo Osaka,450.0,2,Left,1.0,3.0,LB,2009,01/01/2021,5.833333333,161.0,563.0
1940,237787,N. Sakemoto,33,Japan,62,62,Cerezo Osaka,120.0,2,Right,1.0,2.0,RB,2003,01/01/2021,5.75,161.0,150.0
1941,237789,Y. Kimoto,24,Japan,62,67,Cerezo Osaka,350.0,1,Right,1.0,2.0,CB,2016,01/01/2021,6.0,161.0,464.0
1942,237793,T. Fukumitsu,26,Japan,61,61,Cerezo Osaka,270.0,2,Right,1.0,3.0,RM,2017,01/01/2021,5.583333333,139.0,338.0
1943,237796,T. Onozawa,20,Japan,61,69,Cerezo Osaka,375.0,1,Right,1.0,2.0,LM,2017,01/01/2021,5.416666667,137.0,544.0
1944,237799,K. Sugimoto,25,Japan,71,74,Cerezo Osaka,3000.0,6,Right,1.0,3.0,RS,2016,01/01/2021,6.166666667,174.0,4000.0
1945,237800,R. Sawakami,24,Japan,62,66,Cerezo Osaka,400.0,2,Left,1.0,2.0,ST,2016,01/01/2021,5.916666667,170.0,530.0
1946,237832,I. Meite,21,England,58,68,Cardiff City,210.0,5,Left,1.0,2.0,ST,2017,01/01/2019,6.166666667,159.0,462.0
1947,237869,M. Godoy,21,Chile,55,67,CD Huachipato,160.0,1,Right,1.0,2.0,RW,2018,01/01/2021,5.583333333,150.0,248.0
1948,237922,M. Gonzalez,20,Chile,58,69,CD Everton de Viña del Mar,170.0,1,Right,1.0,1.0,GK,2017,01/01/2021,5.75,183.0,264.0
1949,237928,J. Romo,18,Chile,55,71,CD Palestino,180.0,1,Right,1.0,2.0,ST,2017,01/01/2019,5.5,137.0,356.0
1950,237960,Mama Baldé,22,Guinea Bissau,68,76,CD Aves,1300.0,5,Right,1.0,3.0,RW,2016,30/06/2019,5.916666667,165.0,4585.060806
1951,238058,C. O'Hare,20,England,59,74,Aston Villa,350.0,2,Right,1.0,3.0,CAM,2015,01/01/2019,5.666666667,143.0,884.0
1952,238065,K. Lankford,19,Germany,64,76,1. FC Heidenheim 1846,775.0,2,Right,1.0,3.0,RM,2017,01/01/2019,6.083333333,179.0,1400.0
1953,238067,N. Zaniolo,18,Italy,66,84,Roma,1300.0,7,Left,1.0,3.0,CAM,2018,01/01/2023,6.25,174.0,3100.0
1954,238072,E. Löwen,21,Germany,70,80,1. FC Nürnberg,2500.0,9,Right,1.0,3.0,CDM,2017,01/01/2022,6.166666667,201.0,5000.0
1955,238075,M. Taylor-Crossdale,18,England,61,79,Chelsea,525.0,8,Right,1.0,3.0,ST,2016,01/01/2019,6.083333333,170.0,1300.0
1956,238137,R. Matsuda,26,Japan,66,66,Cerezo Osaka,550.0,3,Right,1.0,2.0,RB,2016,01/01/2021,5.583333333,152.0,688.0
1957,238186,M. Bulka,18,Poland,56,74,Chelsea,150.0,2,Right,1.0,1.0,GK,2016,01/01/2019,6.5,198.0,371.0
1960,238282,M. Coulibaly,19,Senegal,66,81,Udinese,1400.0,4,Right,1.0,3.0,CM,2017,01/01/2022,6.0,170.0,3300.0
1961,238305,Nacho Vidal,23,Spain,71,78,CA Osasuna,2800.0,6,Right,1.0,3.0,RB,2018,01/01/2022,5.916666667,161.0,5000.0
1962,238320,M. Sepúlveda,19,Chile,64,77,CD O'Higgins,825.0,1,Right,1.0,2.0,CM,2016,01/01/2020,5.833333333,163.0,1600.0
1964,238379,N. Nartey,18,Denmark,63,81,1. FC Köln,750.0,2,Right,1.0,3.0,CM,2017,01/01/2020,6.083333333,176.0,1600.0
1965,238460,R. Brewster,18,England,62,84,Liverpool,700.0,8,Right,1.0,3.0,ST,2017,01/01/2023,5.75,165.0,2000.0
1966,238461,Luis Perea,20,Spain,62,75,CA Osasuna,575.0,1,Right,1.0,2.0,CM,2016,01/01/2021,6.25,174.0,1300.0
1967,238476,D. Zagadou,19,France,75,85,Borussia Dortmund,9000.0,16,Left,1.0,2.0,CB,2017,01/01/2022,6.416666667,198.0,17100.0
1968,238482,L. Gray,22,Wales,55,65,Carlisle United,110.0,1,Right,1.0,1.0,GK,2018,01/01/2019,6.166666667,172.0,215.0
1969,238493,M. Meneses,19,Chile,61,71,CD O'Higgins,400.0,1,Right,1.0,3.0,CAM,2016,01/01/2021,5.75,157.0,620.0
1970,238505,M. Johnston,19,Scotland,63,80,Celtic,800.0,4,Right,1.0,3.0,LM,2016,01/01/2023,5.75,146.0,1900.0
1971,238516,L. Østigård,18,Norway,61,81,Brighton & Hove Albion,475.0,3,Right,1.0,2.0,CB,2018,01/01/2021,6.0,176.0,1400.0
1972,238602,J. Barjonas,19,Scotland,57,75,Bury,220.0,3,Right,1.0,2.0,CM,2016,01/01/2019,5.666666667,159.0,4585.060806
1973,238616,Pedro Neto,18,Portugal,62,79,Lazio,625.0,1,Left,1.0,3.0,ST,2016,30/06/2019,5.666666667,139.0,4585.060806
1974,238636,R. Preißinger,21,Germany,67,75,1. FC Magdeburg,975.0,4,Left,1.0,2.0,LCM,2018,01/01/2020,6.083333333,179.0,1700.0
1975,238695,M. Barnofsky,23,Germany,61,66,Carpi,290.0,1,Right,1.0,2.0,CB,2018,01/01/2021,6.25,179.0,471.0
1976,238766,J. Riquelme,18,Chile,52,72,CD Huachipato,90.0,1,Left,1.0,2.0,LB,2018,01/01/2020,5.916666667,159.0,212.0
1977,238767,J. Urzúa,18,Chile,58,76,CD Huachipato,260.0,1,Right,1.0,2.0,RCM,2018,01/01/2019,5.666666667,150.0,514.0
1978,238784,B. Rother,21,Germany,68,74,1. FC Magdeburg,1100.0,4,Right,1.0,2.0,CDM,2017,01/01/2019,6.083333333,179.0,1900.0
1979,238789,H. Herrera,20,Chile,56,66,CD O'Higgins,140.0,1,Right,1.0,2.0,CM,2017,01/01/2018,5.916666667,163.0,217.0
1980,238794,Vinícius Júnior,17,Brazil,77,92,Real Madrid,17500.0,66,Right,1.0,5.0,LW,2018,01/01/2025,5.75,161.0,46800.0
1981,238802,P. Türpitz,26,Germany,70,70,1. FC Magdeburg,1900.0,10,Right,1.0,3.0,CAM,2017,01/01/2019,5.833333333,163.0,3000.0
1982,238815,L. Riveros,19,Paraguay,64,73,CD Universidad de Concepción,675.0,1,Right,1.0,3.0,ST,2017,01/01/2020,5.833333333,161.0,1100.0
1983,238843,T. Lebeau,19,France,64,74,Chamois Niortais Football Club,700.0,1,Right,1.0,2.0,CAM,2017,01/01/2021,5.75,143.0,1400.0
1984,238873,P. Pellegri,17,Italy,67,88,AS Monaco,1700.0,11,Right,1.0,3.0,ST,2018,01/01/2022,6.166666667,176.0,4900.0
1985,238877,Bastos,26,Spain,66,69,CF Reus Deportiu,650.0,3,Right,1.0,3.0,RB,2018,01/01/2021,5.583333333,154.0,1100.0
1986,238882,Dani Ojeda,23,Spain,67,72,CD Leganés,1000.0,8,Right,1.0,3.0,LM,2018,01/01/2021,5.916666667,165.0,2200.0
1987,238920,J. Córdova,23,Canada,59,68,CD Huachipato,200.0,1,Right,1.0,2.0,RB,2017,01/01/2018,5.416666667,150.0,310.0
1988,238970,N. Butzen,25,Germany,67,69,1. FC Magdeburg,925.0,5,Right,1.0,2.0,RM,2011,01/01/2019,5.833333333,150.0,1500.0
1989,238971,M. Niemeyer,22,Germany,68,76,1. FC Magdeburg,1300.0,6,Left,1.0,3.0,LM,2015,01/01/2019,5.833333333,159.0,2300.0
1990,238974,T. Chahed,22,Germany,64,72,1. FC Magdeburg,675.0,3,Right,1.0,2.0,RW,2015,01/01/2019,6.0,168.0,1200.0
1991,238976,M. Lopez,21,Chile,54,66,CD Huachipato,110.0,1,Right,1.0,2.0,CDM,2017,01/01/2019,5.833333333,161.0,171.0
1992,238977,C. Beck,30,Germany,69,69,1. FC Magdeburg,1000.0,8,Left,1.0,2.0,RS,2013,01/01/2020,6.416666667,194.0,1600.0
1993,238979,C. Handke,29,Germany,67,67,1. FC Magdeburg,600.0,5,Right,1.0,2.0,CB,2013,01/01/2019,6.25,176.0,930.0
1994,239021,T. Bergmann,21,Germany,66,75,1. FC Kaiserslautern,875.0,1,Right,1.0,3.0,CDM,2018,01/01/2021,5.916666667,165.0,1400.0
1995,239053,F. Valverde,19,Uruguay,74,84,Real Madrid,8500.0,46,Right,1.0,3.0,CM,2016,01/01/2021,6.0,172.0,19100.0
1996,239249,Oriol Busquets,19,Spain,67,82,FC Barcelona,1500.0,14,Right,1.0,3.0,CDM,2017,01/01/2021,6.083333333,170.0,4000.0
1997,239250,Abel Ruiz,18,Spain,67,83,FC Barcelona,1600.0,21,Right,1.0,3.0,ST,2017,01/01/2021,6.0,161.0,4200.0
1998,239267,A. Pululu,19,Angola,60,76,FC Basel 1893,450.0,2,Right,1.0,3.0,ST,2017,01/01/2020,5.75,183.0,956.0
1999,239335,Óscar,20,Spain,68,81,CD Leganés,1700.0,32,Right,1.0,3.0,RCM,2016,30/06/2019,5.75,150.0,4585.060806
2000,239351,A. Fuchs,21,Germany,66,75,1. FC Nürnberg,975.0,5,Right,1.0,3.0,CM,2017,01/01/2020,6.0,163.0,2000.0
2001,239403,Loureiro,21,Spain,65,73,Córdoba CF,675.0,2,Right,1.0,3.0,RB,2017,01/01/2020,5.916666667,168.0,1200.0
2002,239441,Jordi Mboula,19,Spain,70,85,AS Monaco,3800.0,15,Right,1.0,4.0,RM,2017,01/01/2022,6.0,163.0,9600.0
2003,239483,A. Tembeng,26,Cameroon,67,70,CD Tondela,800.0,2,Left,1.0,2.0,CDM,2017,01/01/2019,6.166666667,187.0,1700.0
2004,239486,Zé Pedro,21,Portugal,63,71,CD Feirense,550.0,2,Left,1.0,3.0,RM,2017,01/01/2020,5.75,152.0,1300.0
2005,239502,W. Bianda,18,France,64,81,Roma,850.0,4,Left,1.0,2.0,CB,2018,01/01/2023,6.083333333,181.0,2000.0
2006,239510,M. Köbbing,21,Germany,57,68,1. FC Heidenheim 1846,140.0,1,Right,1.0,1.0,GK,2017,01/01/2019,6.416666667,198.0,245.0
2007,239567,J. Löhmannsröben,27,Germany,67,69,1. FC Kaiserslautern,750.0,2,Right,1.0,2.0,RDM,2018,01/01/2019,6.083333333,187.0,1100.0
2008,239611,M. Eisa,23,Sudan,65,72,Bristol City,775.0,10,Right,1.0,3.0,ST,2018,01/01/2021,6.0,154.0,1600.0
2009,239613,M. Pessina,21,Italy,68,82,Atalanta,1900.0,8,Left,1.0,3.0,CM,2017,01/01/2022,6.0,165.0,4500.0
2010,239627,A. Zreľák,24,Slovakia,68,73,1. FC Nürnberg,1200.0,9,Left,1.0,3.0,ST,2017,01/01/2021,6.0,174.0,2300.0
2011,239666,T. Müsel,18,Germany,59,76,Borussia Mönchengladbach,325.0,2,Right,1.0,2.0,ST,2018,01/01/2020,6.083333333,168.0,756.0
2012,239741,J. Villalba,19,Paraguay,62,77,Borussia Mönchengladbach,650.0,3,Right,1.0,3.0,ST,2017,01/01/2020,5.75,143.0,1500.0
